,Score,sentence,Sentiment
4896,0,demonetization t co e ahddxbp india s rupee demonetization could spark a new digital economy in the cash reliant country    q,Neutral
4897,1,demonetization t co hfk szoyy demonetization will result in brighter future pm modi,Positive
4898,0,demonetization t co wa tvo jfw demonetization parliament washed out babul supriyo says no need for daddy to be present,Neutral
4899,1,demonetization t co c pw ccbc demonetization will result in brighter future pm modi,Positive
4900,0,demonetization t co dzfuyzt d demonetization parliament washed out babul supriyo says no need for daddy to be present,Neutral
4901,0,demonetization t co jls ivwu india s rupee demonetization could spark a new digital economy in the cash reliant country    q,Neutral
4902,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4903,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4904,0,rt thanks hon pm for the decision on demonetization and blackmoney t co awgwjac w,Neutral
4905,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4906,-2,rt today again demonetization debate in parlmnt stalled due to disruption ed u a u bd ed u b u i dont undrstnd why oppstn wants to stall its ow  ,Negative
4907,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4908,0,rt minor inconvenience for major convenience of vijay mallya and friends demonetization t co rmd fpfaw,Neutral
4909,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4910,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4911,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4912,0,rt so cjithakur says there will be riots due to demonetization qs no spicesnsecrets no riots due to citizens waiting  ,Neutral
4913,1,t co p lwqurs demonetization has derailed the overall country  s recovery varun berry,Positive
4914,1,demonetization will result in brighter future pm t co iqlm porf,Positive
4915,-3,rt the desperation to push this deshbhakti narrative reflects the govt is very worried about demonetization adverse impact amp   ,Negative
4916,-2,t co nsqapvim demonetization are the poor really suffering,Negative
4917,0,rt when hitler got to know about demonetization download paytm get me a jio sim ed u a u be ed u b u ed u a u bd ed u b u ed u a u bd ed u b u c t co t agu ch,Neutral
4918,-2,folks we cant be so cruel we will have to empathize with opposition who have been crippled financially amp politically due to demonetization,Negative
4919,-2,rt going by the reaction which party seems to have suffered max loss due to demonetization,Negative
4920,0,rt minor inconvenience for major convenience of vijay mallya and friends demonetization t co rmd fpfaw,Neutral
4921,-2,rt going by the reaction which party seems to have suffered max loss due to demonetization,Negative
4922,0,reqst remve redce incmetaxsabs othrwise blackmoney may increase wt knotes demonetization india,Neutral
4923,-1,swiss bank a c details to b received from sep why d hell so late oh elections r in may gr timing demonetization blackmoney,Negative
4924,-2,folks we cant be so cruel we will have to empathize with opposition who have been crippled financially amp politically due to demonetization,Negative
4925,0,rt must watch delhities standing in long bank que s praising pm modi s demonetization amp cursing thug htt  ,Neutral
4926,0,mamtakejrixposed whole india welcomes demonetization anti nationals crying,Neutral
4927,-1,politician crying agst demonetization undoubtedly possess huge b m but those r mum must b in state of depression amp looking fr ways dilute,Negative
4928,-2,rt going by the reaction which party seems to have suffered max loss due to demonetization,Negative
4929,0,rt dy cm detaiend at parliament street police station as they march to parliament against demonetization not  ,Neutral
4930,0,rt thanks hon pm for the decision on demonetization and blackmoney t co awgwjac w,Neutral
4931,1,rt everyone seems to hate the rich even the rich hates richer and the richer hates the richest demonetization,Positive
4932,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4933,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co uc jrbvune   ,Negative
4934,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4935,0,rt ed u a u bd ed u b u f i m with you demonetization was a good decision against corruption but why it was not planned and execut  ,Neutral
4936,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
4937,1,rt retaining all seats of ls and state in byelection by bjp has proved the people s support on demonetization it should be abov  ,Positive
4938,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co uqeof ylmi   ,Negative
4939,1,rt ok demonetization will result in brighter future pm modi t co gsqzfojqqn via,Positive
4940,0,rt when tied with aadhaar this is a big recipe for an orwellian state demonetization destroytheaadhaar aadhaar   ,Neutral
4941,-2,in last days more than naxal surrendered amp they say demonetization is creating adverse effects if this is bad india need it,Negative
4942,0,rt key info graphics related to demonetization so far in one place courtesy various sources t co tj rssjt,Neutral
4943,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4944,-2,going by the reaction which party seems to have suffered max loss due to demonetization,Negative
4945,-1,man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co uqeof ylmi t co po p fj f,Negative
4946,0,modi s reluctance to speak inside the parliament itself says a lot about his own faith in what he did demonetization,Neutral
4947,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co uc jrbvune   ,Negative
4948,1,rt surprise despite temporay hurdles most in rural bengal in mamata s stronghold support modi s demonetization move what  ,Positive
4949,1,rt pm modi will go to parliament armed with millions of indians expressing support for demonetization n,Positive
4950,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co uc jrbvune   ,Negative
4951,-1,man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co uc jrbvune t co j fwkhn tl,Negative
4952,0,before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetization,Neutral
4953,-2,yup i am shit scared this demonetization is projecting banks as the ultimate havens for depositing all our monies,Negative
4954,0,rt we are used to of demonetization in russia we ve been robbed by our government every several years t co y gttmthpy,Neutral
4955,0,rt we are used to of demonetization in russia we ve been robbed by our government every several years t co y gttmthpy,Neutral
4956,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4957,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
4958,1,modi about to conduct a survey of bootlickers and declare nation happy with demonetization modiscaredofparliament,Positive
4959,-1,rt a request instead of tweeting amp posting negative abt demonetization pl post tweet abt working atms banks in ur locality,Negative
4960,1,rt pm modi will go to parliament armed with millions of indians expressing support for demonetization n,Positive
4961,-1,rt a request instead of tweeting amp posting negative abt demonetization pl post tweet abt working atms banks in ur locality,Negative
4962,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4963,1,rt aim of demonetization laudable but govt has no road map create institutional architecture needed says htt  ,Positive
4964,-1,demonetization blackmoney every one has been threatening me to suggest constructively a way out of the t co mdaujxdb,Negative
4965,1,i m sure u must hv thought abt it n worked it out bt blieve me sum pple are tryn to derail d cntry demonetization,Positive
